Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bull_flag,predicted_bear_flag,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger
2000-06-30,2000-05-26,0.08860630542039871,0.08860630542039871,0,0,1,0,,0.5,bear,0,0,0
2000-07-03,2000-05-26,0.36735478043556213,0.36735478043556213,0,0,1,0,,0.5,bear,0,0,0
2000-07-05,2000-05-26,0.009701007045805454,0.009701007045805454,0,0,1,0,,0.5,bear,0,0,0
2000-07-06,2000-05-26,0.08764780312776566,0.08764780312776566,0,0,1,0,,0.5,bear,0,0,0
2000-07-07,2000-05-26,0.29364708065986633,0.29364708065986633,0,0,1,0,,0.5,bear,0,0,0
2000-07-10,2000-05-26,0.42752009630203247,0.42752009630203247,0,0,1,0,,0.5,bear,0,0,0
2000-07-11,2000-05-26,0.41651901602745056,0.41651901602745056,0,0,1,0,,0.5,bear,1,0,0
2000-07-12,2000-05-26,0.7703361511230469,0.7703361511230469,1,1,0,0,,0.5,bull,1,0,0
2000-07-13,2000-05-26,0.9319322109222412,0.9319322109222412,1,1,0,0,,0.5,bull,1,0,0
2000-07-14,2000-05-26,0.9357149600982666,0.9357149600982666,1,1,0,0,,0.5,bull,1,0,0
2000-07-17,2000-05-26,0.9677498936653137,0.9677498936653137,1,1,0,0,,0.5,bull,0,0,0
2000-07-18,2000-05-26,0.31648144125938416,0.31648144125938416,0,0,1,0,,0.5,bear,0,0,0
2000-07-19,2000-05-26,0.11993954330682755,0.11993954330682755,0,0,1,0,,0.5,bear,0,0,0
2000-07-20,2000-05-26,0.2814723551273346,0.2814723551273346,0,0,1,0,,0.5,bear,0,0,0
2000-07-21,2000-05-26,0.14473596215248108,0.14473596215248108,0,0,1,0,,0.5,bear,0,0,0
2000-07-24,2000-05-26,0.005900343880057335,0.005900343880057335,0,0,1,0,,0.5,bear,0,0,0
2000-07-25,2000-05-26,0.10821081697940826,0.10821081697940826,0,0,1,0,,0.5,bear,0,0,0
2000-07-26,2000-05-26,0.0017468101577833295,0.0017468101577833295,0,0,1,0,,0.5,bear,0,0,0
2000-07-27,2000-05-26,0.002918219892308116,0.002918219892308116,0,0,1,0,,0.5,bear,0,0,0
2000-07-28,2000-05-26,0.003612827742472291,0.003612827742472291,0,0,1,0,,0.5,bear,0,0,0
2000-07-31,2000-05-26,0.0024463965091854334,0.0024463965091854334,0,0,1,0,,0.5,bear,0,0,0
2000-08-01,2000-05-26,0.002222075592726469,0.002222075592726469,0,0,1,0,,0.5,bear,0,0,0
2000-08-02,2000-05-26,0.0023344228975474834,0.0023344228975474834,0,0,1,0,,0.5,bear,0,0,0
2000-08-03,2000-05-26,0.029457444325089455,0.029457444325089455,0,0,1,0,,0.5,bear,0,0,0
2000-08-04,2000-05-26,0.09964072704315186,0.09964072704315186,0,0,1,0,,0.5,bear,0,0,0
2000-08-07,2000-05-26,0.2470485270023346,0.2470485270023346,0,0,1,0,,0.5,bear,0,0,0
